"","Basal_1","Basal_2","Basal_3","Luminal_1","Luminal_2","Luminal_3"
"ENSG00000072110",26820.4262535402,25633.9283433148,29932.0916952597,13709.9880532918,11276.3846823728,13926.2975635349
"ENSG00000072121",1834.70949131987,2081.2000120165,1557.96819700494,2858.24140116256,3188.30460419597,1949.90404297444
"ENSG00000072133",1438.03974771093,1258.28416236325,1464.5106453059,1906.15889746175,1795.34568288225,1822.53861559508
"ENSG00000072134",2465.978496386,4722.30160696898,2682.53983558135,2630.93793431043,4914.63936490948,2787.88768819259
"ENSG00000072135",938.397045828804,890.661948656175,614.14962545086,1782.53771373515,1154.07495996038,1171.55976454504
"ENSG00000072195",462.035186686701,1417.6867482525,703.499152899396,276.15377332474,625.345125498311,489.244975012768
"ENSG00000072201",855.123262181782,1007.22508958769,795.929698535813,2472.42367453197,2540.66364230468,2164.20142872384
"ENSG00000072210",3306.77508611238,6096.15264410194,3017.3438119977,5105.35549890251,6409.52210973396,3483.34335515289
"ENSG00000072274",77974.7056725801,21600.046654155,62032.1931887247,21093.3629458659,5749.14066990383,24287.3739971731
"ENSG00000072310",4349.04050724285,4153.43362857673,3476.41552199191,3413.53978290221,3203.16849512462,3868.47214746666
"ENSG00000072364",14481.5796013256,20619.7207509361,15931.9450495304,20853.0991936231,28214.8501020673,23329.1007816522
"ENSG00000072401",3540.47893054112,3039.6080596756,2919.77823604815,4742.46750796314,4324.33055374299,4264.72014375799
"ENSG00000072415",1241.94341847763,1527.27602605136,1311.48674197449,3109.47154873597,2401.58009147229,2587.74201659646
"ENSG00000072422",243.553431741827,167.372715183711,166.374982145551,288.117113685379,192.168875577579,257.763364934413
"ENSG00000072501",5980.4903331017,4600.75713522843,4597.90614238043,4985.72209529612,3928.31403114389,3743.12839353777
"ENSG00000072506",5868.56320454388,3180.0815884905,4942.98017942306,3778.42166390168,2000.25503639867,3308.46860168758
"ENSG00000072518",3321.99717559624,4392.5375074106,3106.69333944624,4846.14979108867,5531.49083844856,4623.5671812157
"ENSG00000072571",119.985881813988,78.7050267828164,162.266957895043,123.621183726599,129.528192378258,222.384079551258
"ENSG00000072609",2637.00314882236,2976.84329148171,2349.78987129025,2895.12836727453,3074.70200924127,2856.62458550843
"ENSG00000072657",13.431255426939,18.9290570743482,14.378084876776,2.99083509015964,5.30853247451877,1.01083672523299
"ENSG00000072682",1502.50977376024,3405.23774105907,1690.4519790838,2649.87988988144,2085.19155599097,1410.11723170002
"ENSG00000072736",4248.75380005503,3330.51777892348,4262.07515990145,3408.55505775194,2914.3843285108,3437.85570251741
"ENSG00000072756",4589.01227087082,4029.89662451256,4193.26575370545,3829.2658604344,3721.28126463766,3564.21029317153
"ENSG00000072778",32488.4160437085,52236.2273959067,33096.297374213,52322.6660122828,62814.8030644857,47797.414552642
"ENSG00000072786",5772.75358249838,9037.13035375857,7250.6628021456,3542.14569177907,6622.92511520961,5845.66878202239
"ENSG00000072803",9184.29246094088,8576.85538700337,8415.28767716446,11013.2517469979,11178.7076848416,10650.1757370548
"ENSG00000072832",11.6404213700138,14.943992427117,5.13503031313428,10.9663953305854,16.9873039184601,15.1625508784949
"ENSG00000072840",933.919960686491,1468.4963225047,1285.81159040882,516.417525567565,643.394135911675,819.788584163956
"ENSG00000072849",5724.4010629614,5790.29893242695,6264.73698202382,6540.95634217914,5506.00988257087,5813.32200681494
"ENSG00000072858",272.20677665263,271.98066217353,222.860315590028,1464.51224914817,1146.64301449605,1300.94686537486
"ENSG00000072864",1250.89758876225,2045.33443019142,1163.59786895623,149.541754507982,259.056384756516,229.459936627889
"ENSG00000072952",8.95417028462599,34.8693156632731,7.18904243838799,12.9602853906918,20.1724234031713,17.1842243289609
"ENSG00000072954",196.991746261772,155.417521242017,184.861091272834,237.272917152665,178.366691143831,268.882568911976
"ENSG00000072958",1978.87163290234,1465.50752401928,1904.06924011019,1619.03872880642,1283.60315233864,1566.79692411114
"ENSG00000073008",8564.66387724476,5335.00529648078,8603.22978662517,5663.64471573231,3757.37928546438,7800.627008623
"ENSG00000073050",652.759013749235,687.423651647384,701.445140774142,972.021404301884,944.918780464341,901.666358907829
"ENSG00000073060",411.891833092796,709.341507207155,412.856437175996,312.043794406656,471.397683737267,210.254038848462
"ENSG00000073067",51.0387706223682,130.510867196822,131.456776016238,15.9511204808514,52.0236182502839,57.6176933382805
"ENSG00000073111",1359.24304920623,792.031598637203,1432.67345736446,359.89715584921,325.943893935452,470.039077233341
"ENSG00000073146",16.1175065123268,39.8506464723121,19.5131151899103,15.9511204808514,32.9129013420164,11.1192039775629
"ENSG00000073150",74.3196133623958,258.032935908221,104.754618387939,180.447050439632,222.958363929788,141.517141532619
"ENSG00000073169",2020.06081621162,2465.75875047431,1848.61091272834,1385.75359177397,1539.47441761044,1541.52600598031
"ENSG00000073282",11054.8186333993,8534.01594204563,10390.2203355959,222.318741701867,640.209016426963,1113.94207120676
"ENSG00000073331",857.80951326717,1488.42164574086,393.343321986086,2250.1049328301,3398.52249018692,1897.34053326233
"ENSG00000073350",4000.72328317089,7234.88486704826,3306.95952165847,7209.90645734484,9130.67585617228,6660.40318256018
"ENSG00000073417",10103.885749172,8616.70603347568,12243.9662786374,8731.24457320605,10374.9958681995,10844.2563882995
"ENSG00000073464",147.743809696329,154.421255080209,232.103370153669,267.181268054261,276.043688674976,218.340732650326
"ENSG00000073536",5187.15084588384,2532.50858331543,4119.32131719632,1253.15990277689,715.59017756513,1528.38512855228
"ENSG00000073578",10170.1466092782,10950.9576505914,9070.51754512039,10193.7629322941,12292.4377979957,9968.87178424777
"ENSG00000073584",4593.48935601313,3317.56631881998,4385.31588741667,5848.07954629215,3804.09437124015,4562.91697770173
"ENSG00000073605",249.821350941065,853.800100669287,326.58792791534,471.55499921517,1225.20929511893,447.800669278215
"ENSG00000073614",11071.83155694,12043.8616300945,8886.68345991018,13790.7406007261,15070.9236951588,12386.7932310051
"ENSG00000073670",27.7579278823406,24.9066540451951,25.6751515656714,14.9541754507982,10.6170649490375,20.2167345046598
"ENSG00000073711",1536.53562084182,1672.7308856753,1945.14948261526,1663.90125515881,1812.33298680071,1921.60061466792
"ENSG00000073712",4090.26498601715,3400.25641025003,5419.51099248192,3448.43285895407,2884.6565466535,4250.56842960473
"ENSG00000073737",473.675608056715,1032.13174363288,274.21061872137,72.7769871938846,925.808063556073,156.679692411114
